MPID,weekStartDate,shares
IEOS,2024-02-12,1649
UBSA,2024-02-19,36010782
INCR,2024-02-19,32840643
SGMT,2024-02-19,31954098
JPMX,2024-02-19,20287710
MSPL,2024-02-19,19731400
MLIX,2024-02-19,16370020
EBXL,2024-02-19,13635285
LATS,2024-02-19,10838164
BIDS,2024-02-19,7861305
KCGM,2024-02-19,7701787
MSTX,2024-02-19,7164500
XSTM,2024-02-19,5609693
ITGP,2024-02-19,3772402
PURE,2024-02-19,3733466
JPBX,2024-02-19,3726309
IATS,2024-02-19,3661321
MSRP,2024-02-19,3383669
LQNA,2024-02-19,2669200
ICBX,2024-02-19,2334361
BLKX,2024-02-19,2199790
ONEC,2024-02-19,2010081
CGXS,2024-02-19,1577751
BNPX,2024-02-19,1335515
CODA,2024-02-19,560306
BLUE,2024-02-19,510577
LQNT,2024-02-19,340900
LMNX,2024-02-19,147814
STFX,2024-02-19,7425
IEOS,2024-02-19,1649
UBSA,2024-02-26,36010782
INCR,2024-02-26,32840643
SGMT,2024-02-26,31954098
JPMX,2024-02-26,20287710
MSPL,2024-02-26,19731400
MLIX,2024-02-26,16370020
EBXL,2024-02-26,13635285
LATS,2024-02-26,10838164
BIDS,2024-02-26,7861305
KCGM,2024-02-26,7701787
MSTX,2024-02-26,7164500
XSTM,2024-02-26,5609693
ITGP,2024-02-26,3772402
PURE,2024-02-26,3733466
JPBX,2024-02-26,3726309
IATS,2024-02-26,3661321
MSRP,2024-02-26,3383669
LQNA,2024-02-26,2669200
ICBX,2024-02-26,2334361
BLKX,2024-02-26,2199790
ONEC,2024-02-26,2010081
CGXS,2024-02-26,1577751
BNPX,2024-02-26,1335515
CODA,2024-02-26,560306
BLUE,2024-02-26,510577
LQNT,2024-02-26,340900
LMNX,2024-02-26,147814
STFX,2024-02-26,7425
IEOS,2024-02-26,1649
UBSA,2024-03-04,36010782
INCR,2024-03-04,32840643
SGMT,2024-03-04,31954098
JPMX,2024-03-04,20287710
MSPL,2024-03-04,19731400
MLIX,2024-03-04,16370020
EBXL,2024-03-04,13635285
LATS,2024-03-04,10838164
BIDS,2024-03-04,7861305
KCGM,2024-03-04,7701787
MSTX,2024-03-04,7164500
XSTM,2024-03-04,5609693
ITGP,2024-03-04,3772402
PURE,2024-03-04,3733466
JPBX,2024-03-04,3726309
IATS,2024-03-04,3661321
MSRP,2024-03-04,3383669
LQNA,2024-03-04,2669200
ICBX,2024-03-04,2334361
BLKX,2024-03-04,2199790
ONEC,2024-03-04,2010081
CGXS,2024-03-04,1577751
BNPX,2024-03-04,1335515
CODA,2024-03-04,560306
BLUE,2024-03-04,510577
LQNT,2024-03-04,340900
LMNX,2024-03-04,147814
STFX,2024-03-04,7425
IEOS,2024-03-04,1649
UBSA,2024-03-11,36010782
INCR,2024-03-11,32840643
SGMT,2024-03-11,31954098
JPMX,2024-03-11,20287710
MSPL,2024-03-11,19731400
MLIX,2024-03-11,16370020
EBXL,2024-03-11,13635285
LATS,2024-03-11,10838164
BIDS,2024-03-11,7861305
KCGM,2024-03-11,7701787
MSTX,2024-03-11,7164500
XSTM,2024-03-11,5609693
ITGP,2024-03-11,3772402
PURE,2024-03-11,3733466
JPBX,2024-03-11,3726309
IATS,2024-03-11,3661321
MSRP,2024-03-11,3383669
LQNA,2024-03-11,2669200
ICBX,2024-03-11,2334361
BLKX,2024-03-11,2199790
ONEC,2024-03-11,2010081
CGXS,2024-03-11,1577751
BNPX,2024-03-11,1335515
CODA,2024-03-11,560306
BLUE,2024-03-11,510577
LQNT,2024-03-11,340900
LMNX,2024-03-11,147814
STFX,2024-03-11,7425
IEOS,2024-03-11,1649
UBSA,2024-03-18,36010782
INCR,2024-03-18,32840643
SGMT,2024-03-18,31954098
JPMX,2024-03-18,20287710
MSPL,2024-03-18,19731400
MLIX,2024-03-18,16370020
EBXL,2024-03-18,13635285
LATS,2024-03-18,10838164
BIDS,2024-03-18,7861305
KCGM,2024-03-18,7701787
MSTX,2024-03-18,7164500
XSTM,2024-03-18,5609693
ITGP,2024-03-18,3772402
PURE,2024-03-18,3733466
JPBX,2024-03-18,3726309
IATS,2024-03-18,3661321
MSRP,2024-03-18,3383669
LQNA,2024-03-18,2669200
ICBX,2024-03-18,2334361
BLKX,2024-03-18,2199790
ONEC,2024-03-18,2010081
CGXS,2024-03-18,1577751
BNPX,2024-03-18,1335515
CODA,2024-03-18,560306
BLUE,2024-03-18,510577
LQNT,2024-03-18,340900
LMNX,2024-03-18,147814
STFX,2024-03-18,7425
IEOS,2024-03-18,1649
UBSA,2024-03-25,36010782
INCR,2024-03-25,32840643
SGMT,2024-03-25,31954098
JPMX,2024-03-25,20287710
MSPL,2024-03-25,19731400
MLIX,2024-03-25,16370020
EBXL,2024-03-25,13635285
LATS,2024-03-25,10838164
BIDS,2024-03-25,7861305
KCGM,2024-03-25,7701787
MSTX,2024-03-25,7164500
XSTM,2024-03-25,5609693
ITGP,2024-03-25,3772402
PURE,2024-03-25,3733466
JPBX,2024-03-25,3726309
IATS,2024-03-25,3661321
MSRP,2024-03-25,3383669
LQNA,2024-03-25,2669200
ICBX,2024-03-25,2334361
BLKX,2024-03-25,2199790
ONEC,2024-03-25,2010081
CGXS,2024-03-25,1577751
BNPX,2024-03-25,1335515
CODA,2024-03-25,560306
BLUE,2024-03-25,510577
LQNT,2024-03-25,340900
LMNX,2024-03-25,147814
STFX,2024-03-25,7425
IEOS,2024-03-25,1649
UBSA,2024-04-01,36010782
INCR,2024-04-01,32840643
SGMT,2024-04-01,31954098
JPMX,2024-04-01,20287710
MSPL,2024-04-01,19731400
MLIX,2024-04-01,16370020
EBXL,2024-04-01,13635285
LATS,2024-04-01,10838164
BIDS,2024-04-01,7861305
KCGM,2024-04-01,7701787
MSTX,2024-04-01,7164500
XSTM,2024-04-01,5609693
ITGP,2024-04-01,3772402
PURE,2024-04-01,3733466
JPBX,2024-04-01,3726309
IATS,2024-04-01,3661321
MSRP,2024-04-01,3383669
LQNA,2024-04-01,2669200
ICBX,2024-04-01,2334361
BLKX,2024-04-01,2199790
ONEC,2024-04-01,2010081
CGXS,2024-04-01,1577751
BNPX,2024-04-01,1335515
CODA,2024-04-01,560306
BLUE,2024-04-01,510577
LQNT,2024-04-01,340900
LMNX,2024-04-01,147814
STFX,2024-04-01,7425
IEOS,2024-04-01,1649
UBSA,2024-04-08,36010782
INCR,2024-04-08,32840643
SGMT,2024-04-08,31954098
JPMX,2024-04-08,20287710
MSPL,2024-04-08,19731400
MLIX,2024-04-08,16370020
EBXL,2024-04-08,13635285
LATS,2024-04-08,10838164
BIDS,2024-04-08,7861305
KCGM,2024-04-08,7701787
MSTX,2024-04-08,7164500
XSTM,2024-04-08,5609693
ITGP,2024-04-08,3772402
PURE,2024-04-08,3733466
JPBX,2024-04-08,3726309
IATS,2024-04-08,3661321
MSRP,2024-04-08,3383669
LQNA,2024-04-08,2669200
ICBX,2024-04-08,2334361
BLKX,2024-04-08,2199790
ONEC,2024-04-08,2010081
CGXS,2024-04-08,1577751
BNPX,2024-04-08,1335515
CODA,2024-04-08,560306
BLUE,2024-04-08,510577
LQNT,2024-04-08,340900
LMNX,2024-04-08,147814
STFX,2024-04-08,7425
IEOS,2024-04-08,1649
UBSA,2024-04-15,36010782
INCR,2024-04-15,32840643
SGMT,2024-04-15,31954098
JPMX,2024-04-15,20287710
MSPL,2024-04-15,19731400
MLIX,2024-04-15,16370020
EBXL,2024-04-15,13635285
LATS,2024-04-15,10838164
BIDS,2024-04-15,7861305
KCGM,2024-04-15,7701787
MSTX,2024-04-15,7164500
XSTM,2024-04-15,5609693
ITGP,2024-04-15,3772402
PURE,2024-04-15,3733466
JPBX,2024-04-15,3726309
IATS,2024-04-15,3661321
MSRP,2024-04-15,3383669
LQNA,2024-04-15,2669200
ICBX,2024-04-15,2334361
BLKX,2024-04-15,2199790
ONEC,2024-04-15,2010081
CGXS,2024-04-15,1577751
BNPX,2024-04-15,1335515
CODA,2024-04-15,560306
BLUE,2024-04-15,510577
LQNT,2024-04-15,340900
LMNX,2024-04-15,147814
STFX,2024-04-15,7425
IEOS,2024-04-15,1649
UBSA,2024-04-22,36010782
INCR,2024-04-22,32840643
SGMT,2024-04-22,31954098
JPMX,2024-04-22,20287710
MSPL,2024-04-22,19731400
MLIX,2024-04-22,16370020
EBXL,2024-04-22,13635285
LATS,2024-04-22,10838164
BIDS,2024-04-22,7861305
KCGM,2024-04-22,7701787
MSTX,2024-04-22,7164500
XSTM,2024-04-22,5609693
ITGP,2024-04-22,3772402
PURE,2024-04-22,3733466
JPBX,2024-04-22,3726309
IATS,2024-04-22,3661321
MSRP,2024-04-22,3383669
LQNA,2024-04-22,2669200
ICBX,2024-04-22,2334361
BLKX,2024-04-22,2199790
ONEC,2024-04-22,2010081
CGXS,2024-04-22,1577751
BNPX,2024-04-22,1335515
CODA,2024-04-22,560306
BLUE,2024-04-22,510577
LQNT,2024-04-22,340900
LMNX,2024-04-22,147814
STFX,2024-04-22,7425
IEOS,2024-04-22,1649
UBSA,2024-04-29,36010782
INCR,2024-04-29,32840643
SGMT,2024-04-29,31954098
JPMX,2024-04-29,20287710
MSPL,2024-04-29,19731400
MLIX,2024-04-29,16370020
EBXL,2024-04-29,13635285
LATS,2024-04-29,10838164
BIDS,2024-04-29,7861305
KCGM,2024-04-29,7701787
MSTX,2024-04-29,7164500
XSTM,2024-04-29,5609693
ITGP,2024-04-29,3772402
PURE,2024-04-29,3733466
JPBX,2024-04-29,3726309
IATS,2024-04-29,3661321
MSRP,2024-04-29,3383669
LQNA,2024-04-29,2669200
ICBX,2024-04-29,2334361
BLKX,2024-04-29,2199790
ONEC,2024-04-29,2010081
CGXS,2024-04-29,1577751
BNPX,2024-04-29,1335515
CODA,2024-04-29,560306
BLUE,2024-04-29,510577
LQNT,2024-04-29,340900
LMNX,2024-04-29,147814
STFX,2024-04-29,7425
IEOS,2024-04-29,1649
UBSA,2024-05-06,36010782
INCR,2024-05-06,32840643
SGMT,2024-05-06,31954098
JPMX,2024-05-06,20287710
MSPL,2024-05-06,19731400
MLIX,2024-05-06,16370020
EBXL,2024-05-06,13635285
LATS,2024-05-06,10838164
BIDS,2024-05-06,7861305
KCGM,2024-05-06,7701787
MSTX,2024-05-06,7164500
XSTM,2024-05-06,5609693
ITGP,2024-05-06,3772402
PURE,2024-05-06,3733466
JPBX,2024-05-06,3726309
IATS,2024-05-06,3661321
MSRP,2024-05-06,3383669
LQNA,2024-05-06,2669200
ICBX,2024-05-06,2334361
BLKX,2024-05-06,2199790
ONEC,2024-05-06,2010081
CGXS,2024-05-06,1577751
BNPX,2024-05-06,1335515
CODA,2024-05-06,560306
BLUE,2024-05-06,510577
LQNT,2024-05-06,340900
LMNX,2024-05-06,147814
STFX,2024-05-06,7425
IEOS,2024-05-06,1649
UBSA,2024-05-13,36010782
INCR,2024-05-13,32840643
SGMT,2024-05-13,31954098
JPMX,2024-05-13,20287710
MSPL,2024-05-13,19731400
MLIX,2024-05-13,16370020
EBXL,2024-05-13,13635285
LATS,2024-05-13,10838164
BIDS,2024-05-13,7861305
KCGM,2024-05-13,7701787
MSTX,2024-05-13,7164500
XSTM,2024-05-13,5609693
ITGP,2024-05-13,3772402
PURE,2024-05-13,3733466
JPBX,2024-05-13,3726309
IATS,2024-05-13,3661321
MSRP,2024-05-13,3383669
LQNA,2024-05-13,2669200
ICBX,2024-05-13,2334361
BLKX,2024-05-13,2199790
ONEC,2024-05-13,2010081
CGXS,2024-05-13,1577751
BNPX,2024-05-13,1335515
CODA,2024-05-13,560306
BLUE,2024-05-13,510577
LQNT,2024-05-13,340900
LMNX,2024-05-13,147814
STFX,2024-05-13,7425
IEOS,2024-05-13,1649
UBSA,2024-05-20,36010782
INCR,2024-05-20,32840643
SGMT,2024-05-20,31954098
JPMX,2024-05-20,20287710
MSPL,2024-05-20,19731400
MLIX,2024-05-20,16370020
EBXL,2024-05-20,13635285
LATS,2024-05-20,10838164
BIDS,2024-05-20,7861305
KCGM,2024-05-20,7701787
MSTX,2024-05-20,7164500
XSTM,2024-05-20,5609693
ITGP,2024-05-20,3772402
PURE,2024-05-20,3733466
JPBX,2024-05-20,3726309
IATS,2024-05-20,3661321
MSRP,2024-05-20,3383669
LQNA,2024-05-20,2669200
ICBX,2024-05-20,2334361
BLKX,2024-05-20,2199790
ONEC,2024-05-20,2010081
CGXS,2024-05-20,1577751
BNPX,2024-05-20,1335515
CODA,2024-05-20,560306
BLUE,2024-05-20,510577
LQNT,2024-05-20,340900
LMNX,2024-05-20,147814
STFX,2024-05-20,7425
IEOS,2024-05-20,1649
UBSA,2024-05-27,36010782
INCR,2024-05-27,32840643
SGMT,2024-05-27,31954098
JPMX,2024-05-27,20287710
MSPL,2024-05-27,19731400
MLIX,2024-05-27,16370020
EBXL,2024-05-27,13635285
LATS,2024-05-27,10838164
BIDS,2024-05-27,7861305
KCGM,2024-05-27,7701787
MSTX,2024-05-27,7164500
XSTM,2024-05-27,5609693
ITGP,2024-05-27,3772402
PURE,2024-05-27,3733466
JPBX,2024-05-27,3726309
IATS,2024-05-27,3661321
MSRP,2024-05-27,3383669
LQNA,2024-05-27,2669200
ICBX,2024-05-27,2334361
BLKX,2024-05-27,2199790
ONEC,2024-05-27,2010081
CGXS,2024-05-27,1577751
BNPX,2024-05-27,1335515
CODA,2024-05-27,560306
BLUE,2024-05-27,510577
LQNT,2024-05-27,340900
LMNX,2024-05-27,147814
STFX,2024-05-27,7425
IEOS,2024-05-27,1649
UBSA,2024-06-03,36010782
INCR,2024-06-03,32840643
SGMT,2024-06-03,31954098
JPMX,2024-06-03,20287710
MSPL,2024-06-03,19731400
MLIX,2024-06-03,16370020
EBXL,2024-06-03,13635285
LATS,2024-06-03,10838164
BIDS,2024-06-03,7861305
KCGM,2024-06-03,7701787
MSTX,2024-06-03,7164500
XSTM,2024-06-03,5609693
ITGP,2024-06-03,3772402
PURE,2024-06-03,3733466
JPBX,2024-06-03,3726309
IATS,2024-06-03,3661321
MSRP,2024-06-03,3383669
LQNA,2024-06-03,2669200
ICBX,2024-06-03,2334361
BLKX,2024-06-03,2199790
ONEC,2024-06-03,2010081
CGXS,2024-06-03,1577751
BNPX,2024-06-03,1335515
CODA,2024-06-03,560306
BLUE,2024-06-03,510577
LQNT,2024-06-03,340900
LMNX,2024-06-03,147814
STFX,2024-06-03,7425
IEOS,2024-06-03,1649
UBSA,2024-06-10,36010782
INCR,2024-06-10,32840643
SGMT,2024-06-10,31954098
JPMX,2024-06-10,20287710
MSPL,2024-06-10,19731400
MLIX,2024-06-10,16370020
EBXL,2024-06-10,13635285
LATS,2024-06-10,10838164
BIDS,2024-06-10,7861305
KCGM,2024-06-10,7701787
MSTX,2024-06-10,7164500
XSTM,2024-06-10,5609693
ITGP,2024-06-10,3772402
PURE,2024-06-10,3733466
JPBX,2024-06-10,3726309
IATS,2024-06-10,3661321
MSRP,2024-06-10,3383669
LQNA,2024-06-10,2669200
ICBX,2024-06-10,2334361
BLKX,2024-06-10,2199790
ONEC,2024-06-10,2010081
CGXS,2024-06-10,1577751
BNPX,2024-06-10,1335515
CODA,2024-06-10,560306
BLUE,2024-06-10,510577
LQNT,2024-06-10,340900
LMNX,2024-06-10,147814
STFX,2024-06-10,7425
IEOS,2024-06-10,1649
UBSA,2024-06-17,36010782
INCR,2024-06-17,32840643
SGMT,2024-06-17,31954098
JPMX,2024-06-17,20287710
MSPL,2024-06-17,19731400
MLIX,2024-06-17,16370020
EBXL,2024-06-17,13635285
LATS,2024-06-17,10838164
BIDS,2024-06-17,7861305
KCGM,2024-06-17,7701787
MSTX,2024-06-17,7164500
XSTM,2024-06-17,5609693
ITGP,2024-06-17,3772402
PURE,2024-06-17,3733466
JPBX,2024-06-17,3726309
IATS,2024-06-17,3661321
MSRP,2024-06-17,3383669
LQNA,2024-06-17,2669200
ICBX,2024-06-17,2334361
BLKX,2024-06-17,2199790
ONEC,2024-06-17,2010081
CGXS,2024-06-17,1577751
BNPX,2024-06-17,1335515
CODA,2024-06-17,560306
BLUE,2024-06-17,510577
LQNT,2024-06-17,340900
LMNX,2024-06-17,147814
STFX,2024-06-17,7425
IEOS,2024-06-17,1649
UBSA,2024-06-24,36010782
INCR,2024-06-24,32840643
SGMT,2024-06-24,31954098
JPMX,2024-06-24,20287710
MSPL,2024-06-24,19731400
MLIX,2024-06-24,16370020
EBXL,2024-06-24,13635285
LATS,2024-06-24,10838164
BIDS,2024-06-24,7861305
KCGM,2024-06-24,7701787
MSTX,2024-06-24,7164500
XSTM,2024-06-24,5609693
ITGP,2024-06-24,3772402
PURE,2024-06-24,3733466
JPBX,2024-06-24,3726309
IATS,2024-06-24,3661321
MSRP,2024-06-24,3383669
LQNA,2024-06-24,2669200
ICBX,2024-06-24,2334361
BLKX,2024-06-24,2199790
ONEC,2024-06-24,2010081
CGXS,2024-06-24,1577751
BNPX,2024-06-24,1335515
CODA,2024-06-24,560306
BLUE,2024-06-24,510577
LQNT,2024-06-24,340900
LMNX,2024-06-24,147814
STFX,2024-06-24,7425
IEOS,2024-06-24,1649
UBSA,2024-07-01,36010782
INCR,2024-07-01,32840643
SGMT,2024-07-01,31954098
JPMX,2024-07-01,20287710
MSPL,2024-07-01,19731400
MLIX,2024-07-01,16370020
EBXL,2024-07-01,13635285
LATS,2024-07-01,10838164
BIDS,2024-07-01,7861305
KCGM,2024-07-01,7701787
MSTX,2024-07-01,7164500
XSTM,2024-07-01,5609693
ITGP,2024-07-01,3772402
PURE,2024-07-01,3733466
JPBX,2024-07-01,3726309
IATS,2024-07-01,3661321
MSRP,2024-07-01,3383669
LQNA,2024-07-01,2669200
ICBX,2024-07-01,2334361
BLKX,2024-07-01,2199790
ONEC,2024-07-01,2010081
CGXS,2024-07-01,1577751
BNPX,2024-07-01,1335515
CODA,2024-07-01,560306
BLUE,2024-07-01,510577
LQNT,2024-07-01,340900
LMNX,2024-07-01,147814
STFX,2024-07-01,7425
IEOS,2024-07-01,1649
UBSA,2024-07-08,36010782
INCR,2024-07-08,32840643
SGMT,2024-07-08,31954098
JPMX,2024-07-08,20287710
MSPL,2024-07-08,19731400
MLIX,2024-07-08,16370020
EBXL,2024-07-08,13635285
LATS,2024-07-08,10838164
BIDS,2024-07-08,7861305
KCGM,2024-07-08,7701787
MSTX,2024-07-08,7164500
XSTM,2024-07-08,5609693
ITGP,2024-07-08,3772402
PURE,2024-07-08,3733466
JPBX,2024-07-08,3726309
IATS,2024-07-08,3661321
MSRP,2024-07-08,3383669
LQNA,2024-07-08,2669200
ICBX,2024-07-08,2334361
BLKX,2024-07-08,2199790
ONEC,2024-07-08,2010081
CGXS,2024-07-08,1577751
BNPX,2024-07-08,1335515
CODA,2024-07-08,560306
BLUE,2024-07-08,510577
LQNT,2024-07-08,340900
LMNX,2024-07-08,147814
STFX,2024-07-08,7425
IEOS,2024-07-08,1649
UBSA,2024-07-15,36010782
INCR,2024-07-15,32840643
SGMT,2024-07-15,31954098
JPMX,2024-07-15,20287710
MSPL,2024-07-15,19731400
MLIX,2024-07-15,16370020
EBXL,2024-07-15,13635285
LATS,2024-07-15,10838164
BIDS,2024-07-15,7861305
KCGM,2024-07-15,7701787
MSTX,2024-07-15,7164500
XSTM,2024-07-15,5609693
ITGP,2024-07-15,3772402
PURE,2024-07-15,3733466
JPBX,2024-07-15,3726309
IATS,2024-07-15,3661321
MSRP,2024-07-15,3383669
LQNA,2024-07-15,2669200
ICBX,2024-07-15,2334361
BLKX,2024-07-15,2199790
ONEC,2024-07-15,2010081
CGXS,2024-07-15,1577751
BNPX,2024-07-15,1335515
CODA,2024-07-15,560306
BLUE,2024-07-15,510577
LQNT,2024-07-15,340900
LMNX,2024-07-15,147814
STFX,2024-07-15,7425
IEOS,2024-07-15,1649
UBSA,2024-07-22,36010782
INCR,2024-07-22,32840643
SGMT,2024-07-22,31954098
JPMX,2024-07-22,20287710
MSPL,2024-07-22,19731400
MLIX,2024-07-22,16370020
EBXL,2024-07-22,13635285
LATS,2024-07-22,10838164
BIDS,2024-07-22,7861305
KCGM,2024-07-22,7701787
MSTX,2024-07-22,7164500
XSTM,2024-07-22,5609693
ITGP,2024-07-22,3772402
PURE,2024-07-22,3733466
JPBX,2024-07-22,3726309
IATS,2024-07-22,3661321
MSRP,2024-07-22,3383669
LQNA,2024-07-22,2669200
ICBX,2024-07-22,2334361
BLKX,2024-07-22,2199790
ONEC,2024-07-22,2010081
CGXS,2024-07-22,1577751
BNPX,2024-07-22,1335515
CODA,2024-07-22,560306
BLUE,2024-07-22,510577
LQNT,2024-07-22,340900
LMNX,2024-07-22,147814
STFX,2024-07-22,7425
IEOS,2024-07-22,1649
UBSA,2024-07-29,36010782
INCR,2024-07-29,32840643
SGMT,2024-07-29,31954098
JPMX,2024-07-29,20287710
MSPL,2024-07-29,19731400
MLIX,2024-07-29,16370020
EBXL,2024-07-29,13635285
LATS,2024-07-29,10838164
BIDS,2024-07-29,7861305
KCGM,2024-07-29,7701787
MSTX,2024-07-29,7164500
XSTM,2024-07-29,5609693
ITGP,2024-07-29,3772402
PURE,2024-07-29,3733466
JPBX,2024-07-29,3726309
IATS,2024-07-29,3661321
MSRP,2024-07-29,3383669
LQNA,2024-07-29,2669200
ICBX,2024-07-29,2334361
BLKX,2024-07-29,2199790
ONEC,2024-07-29,2010081
CGXS,2024-07-29,1577751
BNPX,2024-07-29,1335515
CODA,2024-07-29,560306
BLUE,2024-07-29,510577
LQNT,2024-07-29,340900
LMNX,2024-07-29,147814
STFX,2024-07-29,7425
IEOS,2024-07-29,1649
UBSA,2024-08-05,36010782
INCR,2024-08-05,32840643
SGMT,2024-08-05,31954098
JPMX,2024-08-05,20287710
MSPL,2024-08-05,19731400
MLIX,2024-08-05,16370020
EBXL,2024-08-05,13635285
LATS,2024-08-05,10838164
BIDS,2024-08-05,7861305
KCGM,2024-08-05,7701787
MSTX,2024-08-05,7164500
XSTM,2024-08-05,5609693
ITGP,2024-08-05,3772402
PURE,2024-08-05,3733466
JPBX,2024-08-05,3726309
IATS,2024-08-05,3661321
MSRP,2024-08-05,3383669
LQNA,2024-08-05,2669200
ICBX,2024-08-05,2334361
BLKX,2024-08-05,2199790
ONEC,2024-08-05,2010081
CGXS,2024-08-05,1577751
BNPX,2024-08-05,1335515
CODA,2024-08-05,560306
BLUE,2024-08-05,510577
LQNT,2024-08-05,340900
LMNX,2024-08-05,147814
STFX,2024-08-05,7425
IEOS,2024-08-05,1649
UBSA,2024-08-12,36010782
INCR,2024-08-12,32840643
SGMT,2024-08-12,31954098
JPMX,2024-08-12,20287710
MSPL,2024-08-12,19731400
MLIX,2024-08-12,16370020
EBXL,2024-08-12,13635285
LATS,2024-08-12,10838164
BIDS,2024-08-12,7861305
KCGM,2024-08-12,7701787
MSTX,2024-08-12,7164500
XSTM,2024-08-12,5609693
ITGP,2024-08-12,3772402
PURE,2024-08-12,3733466
JPBX,2024-08-12,3726309
IATS,2024-08-12,3661321
MSRP,2024-08-12,3383669
LQNA,2024-08-12,2669200
ICBX,2024-08-12,2334361
BLKX,2024-08-12,2199790
ONEC,2024-08-12,2010081
CGXS,2024-08-12,1577751
BNPX,2024-08-12,1335515
CODA,2024-08-12,560306
BLUE,2024-08-12,510577
LQNT,2024-08-12,340900
LMNX,2024-08-12,147814
STFX,2024-08-12,7425
IEOS,2024-08-12,1649
UBSA,2024-08-19,36010782
INCR,2024-08-19,32840643
SGMT,2024-08-19,31954098
JPMX,2024-08-19,20287710
MSPL,2024-08-19,19731400
MLIX,2024-08-19,16370020
EBXL,2024-08-19,13635285
LATS,2024-08-19,10838164
BIDS,2024-08-19,7861305
KCGM,2024-08-19,7701787
MSTX,2024-08-19,7164500
XSTM,2024-08-19,5609693
ITGP,2024-08-19,3772402
PURE,2024-08-19,3733466
JPBX,2024-08-19,3726309
IATS,2024-08-19,3661321
MSRP,2024-08-19,3383669
LQNA,2024-08-19,2669200
ICBX,2024-08-19,2334361
BLKX,2024-08-19,2199790
ONEC,2024-08-19,2010081
CGXS,2024-08-19,1577751
BNPX,2024-08-19,1335515
CODA,2024-08-19,560306
BLUE,2024-08-19,510577
LQNT,2024-08-19,340900
LMNX,2024-08-19,147814
STFX,2024-08-19,7425
IEOS,2024-08-19,1649
UBSA,2024-08-26,36010782
INCR,2024-08-26,32840643
SGMT,2024-08-26,31954098
JPMX,2024-08-26,20287710
MSPL,2024-08-26,19731400
MLIX,2024-08-26,16370020
EBXL,2024-08-26,13635285
LATS,2024-08-26,10838164
BIDS,2024-08-26,7861305
KCGM,2024-08-26,7701787
MSTX,2024-08-26,7164500
XSTM,2024-08-26,5609693
ITGP,2024-08-26,3772402
PURE,2024-08-26,3733466
JPBX,2024-08-26,3726309
IATS,2024-08-26,3661321
MSRP,2024-08-26,3383669
LQNA,2024-08-26,2669200
ICBX,2024-08-26,2334361
BLKX,2024-08-26,2199790
ONEC,2024-08-26,2010081
CGXS,2024-08-26,1577751
BNPX,2024-08-26,1335515
CODA,2024-08-26,560306
BLUE,2024-08-26,510577
LQNT,2024-08-26,340900
LMNX,2024-08-26,147814
STFX,2024-08-26,7425
IEOS,2024-08-26,1649
UBSA,2024-09-02,36010782
INCR,2024-09-02,32840643
SGMT,2024-09-02,31954098
JPMX,2024-09-02,20287710
MSPL,2024-09-02,19731400
MLIX,2024-09-02,16370020
EBXL,2024-09-02,13635285
LATS,2024-09-02,10838164
BIDS,2024-09-02,7861305
KCGM,2024-09-02,7701787
MSTX,2024-09-02,7164500
XSTM,2024-09-02,5609693
ITGP,2024-09-02,3772402
PURE,2024-09-02,3733466
JPBX,2024-09-02,3726309
IATS,2024-09-02,3661321
MSRP,2024-09-02,3383669
LQNA,2024-09-02,2669200
ICBX,2024-09-02,2334361
BLKX,2024-09-02,2199790
ONEC,2024-09-02,2010081
CGXS,2024-09-02,1577751
BNPX,2024-09-02,1335515
CODA,2024-09-02,560306
BLUE,2024-09-02,510577
LQNT,2024-09-02,340900
LMNX,2024-09-02,147814
STFX,2024-09-02,7425
IEOS,2024-09-02,1649
UBSA,2024-09-09,36010782
INCR,2024-09-09,32840643
SGMT,2024-09-09,31954098
JPMX,2024-09-09,20287710
MSPL,2024-09-09,19731400
MLIX,2024-09-09,16370020
EBXL,2024-09-09,13635285
LATS,2024-09-09,10838164
BIDS,2024-09-09,7861305
KCGM,2024-09-09,7701787
MSTX,2024-09-09,7164500
XSTM,2024-09-09,5609693
ITGP,2024-09-09,3772402
PURE,2024-09-09,3733466
JPBX,2024-09-09,3726309
IATS,2024-09-09,3661321
MSRP,2024-09-09,3383669
LQNA,2024-09-09,2669200
ICBX,2024-09-09,2334361
BLKX,2024-09-09,2199790
ONEC,2024-09-09,2010081
CGXS,2024-09-09,1577751
BNPX,2024-09-09,1335515
CODA,2024-09-09,560306
BLUE,2024-09-09,510577
LQNT,2024-09-09,340900
LMNX,2024-09-09,147814
STFX,2024-09-09,7425
IEOS,2024-09-09,1649
UBSA,2024-09-16,36010782
INCR,2024-09-16,32840643
SGMT,2024-09-16,31954098
JPMX,2024-09-16,20287710
MSPL,2024-09-16,19731400
MLIX,2024-09-16,16370020
EBXL,2024-09-16,13635285
LATS,2024-09-16,10838164
BIDS,2024-09-16,7861305
KCGM,2024-09-16,7701787
MSTX,2024-09-16,7164500
XSTM,2024-09-16,5609693
ITGP,2024-09-16,3772402
PURE,2024-09-16,3733466
JPBX,2024-09-16,3726309
IATS,2024-09-16,3661321
MSRP,2024-09-16,3383669
LQNA,2024-09-16,2669200
ICBX,2024-09-16,2334361
BLKX,2024-09-16,2199790
ONEC,2024-09-16,2010081
CGXS,2024-09-16,1577751
BNPX,2024-09-16,1335515
CODA,2024-09-16,560306
BLUE,2024-09-16,510577
LQNT,2024-09-16,340900
